,0
28151,Primary auditory area
28152,Nucleus of the lateral olfactory tract
28153,Nucleus of the lateral olfactory tract
28154,Nucleus of the lateral olfactory tract
28155,Nucleus of the lateral olfactory tract
28156,Nucleus of the lateral olfactory tract
28157,Nucleus of the lateral olfactory tract
28158,Nucleus of the lateral olfactory tract
28159,Nucleus of the lateral olfactory tract
28160,Olfactory areas
28161,Olfactory areas
28162,Olfactory areas
28163,Olfactory areas
28164,Olfactory areas
28165,Olfactory areas
28166,Olfactory areas
28167,Olfactory areas
28168,Olfactory areas
28169,Olfactory areas
28170,Olfactory areas
28171,Olfactory areas
28172,Olfactory areas
28173,Olfactory areas
28174,Cerebrum
28175,Cerebrum
28176,Cerebrum
28177,Thalamus
28178,Cerebrum
28179,Cerebrum
28180,Lateral septal complex
28181,Lateral septal complex
28182,Septofimbrial nucleus 
28183,Septofimbrial nucleus 
28184,Septofimbrial nucleus 
28185,Septofimbrial nucleus 
28186,Cerebrum
28187,Barrington's nucleus 
28188,Barrington's nucleus 
28189,Central linear nucleus raph�
28190,Central linear nucleus raph�
28191,Central linear nucleus raph�
28192,Central linear nucleus raph�
28193,Central linear nucleus raph�
28194,Pons
28195,Pons
28196,Pons
28197,Pons
28198,Pons
28199,Pons
28200,Pons
28201,Primary auditory area
28202,Primary auditory area
28203,Primary auditory area
28204,Primary auditory area
28205,Primary auditory area
28206,Primary auditory area
28207,Primary auditory area
28208,Primary auditory area
28209,Primary auditory area
28210,Primary auditory area
28211,Primary auditory area
28212,Primary auditory area
28213,Primary auditory area
28214,Nucleus of the lateral olfactory tract
28215,Nucleus of the lateral olfactory tract
28216,Nucleus of the lateral olfactory tract
28217,Nucleus of the lateral olfactory tract
28218,Nucleus of the lateral olfactory tract
28219,Nucleus of the lateral olfactory tract
28220,Nucleus of the lateral olfactory tract
28221,Nucleus of the lateral olfactory tract
28222,Nucleus of the lateral olfactory tract
28223,Olfactory areas
28224,Olfactory areas
28225,Olfactory areas
28226,Olfactory areas
28227,Olfactory areas
28228,Olfactory areas
28229,Olfactory areas
28230,Olfactory areas
28231,Olfactory areas
28232,Olfactory areas
28233,Olfactory areas
28234,Olfactory areas
28235,Olfactory areas
28236,Cerebrum
28237,Cerebrum
28238,Cortical plate
28239,Thalamus
28240,Thalamus
28241,Thalamus
28242,Cerebrum
28243,Cerebrum
28244,Septofimbrial nucleus 
28245,Septofimbrial nucleus 
28246,Septofimbrial nucleus 
28247,Septofimbrial nucleus 
28248,Paracentral nucleus
28249,Anteroventral preoptic nucleus 
28250,Cuneiform nucleus
28251,Principal sensory nucleus of the trigeminal
28252,Nucleus of the lateral lemniscus
28253,Central linear nucleus raph�
28254,Central linear nucleus raph�
28255,Central linear nucleus raph�
28256,Midbrain raph� nuclei
28257,Pons
28258,Pons
28259,Pons
28260,Pons
28261,Pons
28262,Pons
28263,Pons
28264,Pons
28265,Primary auditory area
28266,Primary auditory area
28267,Primary auditory area
28268,Primary auditory area
28269,Primary auditory area
28270,Primary auditory area
28271,Primary auditory area
28272,Primary auditory area
28273,Primary auditory area
28274,Primary auditory area
28275,Primary auditory area
28276,Primary auditory area
28277,Primary auditory area
28278,Nucleus of the lateral olfactory tract
28279,Nucleus of the lateral olfactory tract
28280,Nucleus of the lateral olfactory tract
28281,Nucleus of the lateral olfactory tract
28282,Nucleus of the lateral olfactory tract
28283,Nucleus of the lateral olfactory tract
28284,Nucleus of the lateral olfactory tract
28285,Nucleus of the lateral olfactory tract
28286,Nucleus of the lateral olfactory tract
28287,Nucleus of the lateral olfactory tract
28288,Olfactory areas
28289,Olfactory areas
28290,Olfactory areas
28291,Olfactory areas
28292,Olfactory areas
28293,Olfactory areas
28294,Olfactory areas
28295,Olfactory areas
28296,Olfactory areas
28297,Olfactory areas
28298,Cerebrum
28299,Cerebrum
28300,Cerebrum
28301,Thalamus
28302,Thalamus
28303,Thalamus
28304,Thalamus
28305,Thalamus_ polymodal association cortex related
28306,Cerebrum
28307,Cerebrum
28308,Paracentral nucleus
28309,Paracentral nucleus
28310,Paracentral nucleus
28311,Anteroventral preoptic nucleus 
28312,Anteroventral preoptic nucleus 
28313,Anteroventral preoptic nucleus 
28314,Cuneiform nucleus
28315,Pons_ motor related
28316,Pons_ motor related
28317,Central linear nucleus raph�
28318,Central linear nucleus raph�
28319,Central linear nucleus raph�
28320,Pons
28321,Pons
28322,Pons
28323,Pons
28324,Pons
28325,Pons
28326,Pons
28327,Pons
28328,Pons
28329,Primary auditory area
28330,Primary auditory area
28331,Primary auditory area
28332,Primary auditory area
28333,Primary auditory area
28334,Primary auditory area
28335,Primary auditory area
28336,Primary auditory area
28337,Primary auditory area
28338,Primary auditory area
28339,Primary auditory area
28340,Primary auditory area
28341,Primary auditory area
28342,Nucleus of the lateral olfactory tract
28343,Nucleus of the lateral olfactory tract
28344,Nucleus of the lateral olfactory tract
28345,Nucleus of the lateral olfactory tract
28346,Nucleus of the lateral olfactory tract
28347,Nucleus of the lateral olfactory tract
28348,Nucleus of the lateral olfactory tract
28349,Nucleus of the lateral olfactory tract
28350,Nucleus of the lateral olfactory tract
28351,Nucleus of the lateral olfactory tract
28352,Olfactory areas
28353,Olfactory areas
28354,Olfactory areas
28355,Olfactory areas
28356,Olfactory areas
28357,Olfactory areas
28358,Olfactory areas
28359,Olfactory areas
28360,Olfactory areas
28361,Cerebrum
28362,Cerebrum
28363,Cerebrum
28364,Thalamus
28365,Thalamus
28366,Thalamus
28367,Thalamus
28368,Interbrain
28369,Cerebrum
28370,Cerebrum
28371,Paracentral nucleus
28372,Parafascicular nucleus
28373,Anteroventral preoptic nucleus 
28374,Anteroventral preoptic nucleus 
28375,Anteroventral preoptic nucleus 
28376,Anteroventral preoptic nucleus 
28377,Periventricular region
28378,Periventricular region
28379,Midbrain raph� nuclei
28380,Pons_ motor related
28381,Central linear nucleus raph�
28382,Central linear nucleus raph�
28383,Pons
28384,Pons
28385,Pons
28386,Pons
28387,Pons
28388,Pons
28389,Pons
28390,Pons
28391,Pons
28392,Pons
28393,Primary auditory area
28394,Primary auditory area
28395,Primary auditory area
28396,Primary auditory area
28397,Agranular insular area_ dorsal part
28398,Agranular insular area_ dorsal part
28399,Primary auditory area
28400,Primary auditory area
28401,Primary auditory area
28402,Primary auditory area
28403,Primary auditory area
28404,Primary auditory area
28405,Primary auditory area
28406,Nucleus of the lateral olfactory tract
28407,Nucleus of the lateral olfactory tract
28408,Nucleus of the lateral olfactory tract
28409,Nucleus of the lateral olfactory tract
28410,Nucleus of the lateral olfactory tract
28411,Nucleus of the lateral olfactory tract
28412,Nucleus of the lateral olfactory tract
28413,Nucleus of the lateral olfactory tract
28414,Nucleus of the lateral olfactory tract
28415,Nucleus of the lateral olfactory tract
28416,Nucleus of the lateral olfactory tract
28417,Olfactory areas
28418,Olfactory areas
28419,Olfactory areas
28420,Olfactory areas
28421,Olfactory areas
28422,Olfactory areas
28423,Olfactory areas
28424,Olfactory areas
28425,Cerebrum
28426,Cerebrum
28427,Thalamus
28428,Thalamus
28429,Thalamus
28430,Thalamus
28431,Thalamus_ polymodal association cortex related
28432,Thalamus_ polymodal association cortex related
28433,Paracentral nucleus
28434,Paracentral nucleus
28435,Parafascicular nucleus
28436,Parastrial nucleus
28437,Parastrial nucleus
28438,Parastrial nucleus
28439,Parastrial nucleus
28440,Parastrial nucleus
28441,Periventricular region
28442,Periventricular region
28443,Pons
28444,Pons_ motor related
28445,Central linear nucleus raph�
28446,Central linear nucleus raph�
28447,Midbrain raph� nuclei
28448,Cuneiform nucleus
28449,Pons
28450,Pons
28451,Pons
28452,Pons
28453,Pons
28454,Pons
28455,Pons
28456,Linear nucleus of the medulla
28457,Spinal nucleus of the trigeminal_ caudal part
28458,Primary auditory area
28459,Primary auditory area
28460,Agranular insular area_ dorsal part
28461,Agranular insular area_ dorsal part
28462,Ventral auditory area
28463,Primary auditory area
28464,Primary auditory area
28465,Primary auditory area
28466,Primary auditory area
28467,Primary auditory area
28468,Primary auditory area
28469,Primary auditory area
28470,Nucleus of the lateral olfactory tract
28471,Nucleus of the lateral olfactory tract
28472,Nucleus of the lateral olfactory tract
28473,Nucleus of the lateral olfactory tract
28474,Nucleus of the lateral olfactory tract
28475,Nucleus of the lateral olfactory tract
28476,Nucleus of the lateral olfactory tract
28477,Nucleus of the lateral olfactory tract
28478,Nucleus of the lateral olfactory tract
28479,Nucleus of the lateral olfactory tract
28480,Nucleus of the lateral olfactory tract
28481,Piriform area
28482,Olfactory areas
28483,Olfactory areas
28484,Olfactory areas
28485,Olfactory areas
28486,Olfactory areas
28487,Olfactory areas
28488,Postpiriform transition area
28489,Cortical plate
28490,Thalamus
28491,Thalamus
28492,Thalamus
28493,Thalamus
28494,Thalamus
28495,Thalamus_ polymodal association cortex related
28496,Thalamus_ polymodal association cortex related
28497,Paracentral nucleus
28498,Parafascicular nucleus
28499,Parastrial nucleus
28500,Parastrial nucleus
28501,Parastrial nucleus
28502,Parastrial nucleus
28503,Parastrial nucleus
28504,Parastrial nucleus
28505,Periventricular region
28506,Periventricular region
28507,Pons
28508,Pons_ motor related
28509,Midbrain raph� nuclei
28510,Cuneiform nucleus
28511,Cuneiform nucleus
28512,Cuneiform nucleus
28513,Midbrain raph� nuclei
28514,Pons
28515,Pons
28516,Pons
28517,Pons
28518,Pons
28519,Pons
28520,Linear nucleus of the medulla
28521,Spinal nucleus of the trigeminal_ caudal part
28522,Spinal nucleus of the trigeminal_ caudal part
28523,Cerebrum
28524,Agranular insular area_ dorsal part
28525,Agranular insular area_ dorsal part
28526,Agranular insular area_ dorsal part
28527,Primary auditory area
28528,Primary auditory area
28529,Primary auditory area
28530,Primary auditory area
28531,Primary auditory area
28532,Primary auditory area
28533,Primary auditory area
28534,Nucleus of the lateral olfactory tract
28535,Nucleus of the lateral olfactory tract
28536,Nucleus of the lateral olfactory tract
28537,Nucleus of the lateral olfactory tract
28538,Nucleus of the lateral olfactory tract
28539,Nucleus of the lateral olfactory tract
28540,Nucleus of the lateral olfactory tract
28541,Nucleus of the lateral olfactory tract
28542,Nucleus of the lateral olfactory tract
28543,Nucleus of the lateral olfactory tract
28544,Nucleus of the lateral olfactory tract
28545,Nucleus of the lateral olfactory tract
28546,Postpiriform transition area
28547,Olfactory areas
28548,Olfactory areas
28549,Olfactory areas
28550,Olfactory areas
28551,Olfactory areas
28552,Olfactory areas
28553,Thalamus
28554,Thalamus
28555,Thalamus
28556,Thalamus
28557,Thalamus
28558,Thalamus
28559,Thalamus_ polymodal association cortex related
28560,Cerebrum
28561,Paracentral nucleus
28562,Parafascicular nucleus
28563,Intermediodorsal nucleus of the thalamus
28564,Parastrial nucleus
28565,Parastrial nucleus
28566,Parastrial nucleus
28567,Parastrial nucleus
28568,Parastrial nucleus
28569,Periventricular region
28570,Periventricular region
28571,Midbrain raph� nuclei
28572,Midbrain raph� nuclei
28573,Cuneiform nucleus
28574,Cuneiform nucleus
28575,Cuneiform nucleus
28576,Cuneiform nucleus
28577,Cuneiform nucleus
28578,Cuneiform nucleus
28579,Cuneiform nucleus
28580,Cuneiform nucleus
28581,Midbrain raph� nuclei
28582,Pons
28583,Cuneiform nucleus
28584,Vestibular nuclei
28585,Spinal nucleus of the trigeminal_ caudal part
28586,Spinal nucleus of the trigeminal_ caudal part
28587,Sublaterodorsal nucleus
28588,Cerebrum
28589,Cerebrum
28590,Primary auditory area
28591,Primary auditory area
28592,Primary auditory area
28593,Primary auditory area
28594,Primary auditory area
28595,Primary auditory area
28596,Primary auditory area
28597,Primary auditory area
28598,Nucleus of the lateral olfactory tract
28599,Nucleus of the lateral olfactory tract
28600,Nucleus of the lateral olfactory tract
28601,Nucleus of the lateral olfactory tract
28602,Nucleus of the lateral olfactory tract
28603,Nucleus of the lateral olfactory tract
28604,Nucleus of the lateral olfactory tract
28605,Nucleus of the lateral olfactory tract
28606,Nucleus of the lateral olfactory tract
28607,Nucleus of the lateral olfactory tract
28608,Nucleus of the lateral olfactory tract
28609,Nucleus of the lateral olfactory tract
28610,Postpiriform transition area
28611,Postpiriform transition area
28612,Piriform area
28613,Olfactory areas
28614,Piriform area
28615,Postpiriform transition area
28616,Cortical plate
28617,Thalamus
28618,Thalamus
28619,Thalamus
28620,Thalamus
28621,Thalamus
28622,Thalamus
28623,Interbrain
28624,Cerebrum
28625,Intermediodorsal nucleus of the thalamus
28626,Medial habenula
28627,Medial habenula
28628,Intermediodorsal nucleus of the thalamus
28629,Parastrial nucleus
28630,Paraventricular hypothalamic nucleus
28631,Parastrial nucleus
28632,Parastrial nucleus
28633,Periventricular region
28634,Periventricular region
28635,Cuneiform nucleus
28636,Cuneiform nucleus
28637,Cuneiform nucleus
28638,Cuneiform nucleus
28639,Cuneiform nucleus
28640,Cuneiform nucleus
28641,Cuneiform nucleus
28642,Cuneiform nucleus
28643,Cuneiform nucleus
28644,Cuneiform nucleus
28645,Cuneiform nucleus
28646,Cuneiform nucleus
28647,Cuneiform nucleus
28648,Vestibular nuclei
28649,Spinal nucleus of the trigeminal_ caudal part
28650,Spinal nucleus of the trigeminal_ caudal part
28651,Gustatory areas
28652,Gustatory areas
28653,Gustatory areas
28654,Cerebrum
28655,Primary auditory area
28656,Primary auditory area
28657,Primary auditory area
28658,Primary auditory area
28659,Primary auditory area
28660,Primary auditory area
28661,Primary auditory area
28662,Nucleus of the lateral olfactory tract
28663,Nucleus of the lateral olfactory tract
28664,Nucleus of the lateral olfactory tract
28665,Nucleus of the lateral olfactory tract
28666,Nucleus of the lateral olfactory tract
28667,Nucleus of the lateral olfactory tract
28668,Nucleus of the lateral olfactory tract
28669,Nucleus of the lateral olfactory tract
28670,Nucleus of the lateral olfactory tract
28671,Nucleus of the lateral olfactory tract
28672,Nucleus of the lateral olfactory tract
28673,Nucleus of the lateral olfactory tract
28674,Piriform area
28675,Postpiriform transition area
28676,Piriform area
28677,Piriform area
28678,Postpiriform transition area
28679,Postpiriform transition area
28680,Thalamus
28681,Thalamus
28682,Thalamus
28683,Thalamus
28684,Thalamus
28685,Thalamus
28686,Thalamus
28687,Pallidum_ dorsal region
28688,Cerebrum
28689,Medial habenula
28690,Medial habenula
28691,Medial habenula
28692,Medial habenula
28693,Parafascicular nucleus
28694,Paraventricular hypothalamic nucleus
28695,Paraventricular hypothalamic nucleus
28696,Paraventricular hypothalamic nucleus
28697,Periventricular region
28698,Ventral posterior complex of the thalamus
28699,Cuneiform nucleus
28700,Cuneiform nucleus
28701,Cuneiform nucleus
28702,Cuneiform nucleus
28703,Cuneiform nucleus
28704,Supratrigeminal nucleus
28705,Supratrigeminal nucleus
28706,Cuneiform nucleus
28707,Cuneiform nucleus
28708,Cuneiform nucleus
28709,Cuneiform nucleus
28710,Cuneiform nucleus
28711,Medulla
28712,Medulla
28713,Vestibular nuclei
28714,Spinal nucleus of the trigeminal_ caudal part
28715,Gustatory areas
28716,Gustatory areas
28717,Gustatory areas
28718,Gustatory areas
28719,Gustatory areas
28720,Primary auditory area
28721,Primary auditory area
28722,Primary auditory area
28723,Primary auditory area
28724,Primary auditory area
28725,Nucleus raph� magnus
28726,Nucleus of the lateral olfactory tract
28727,Nucleus of the lateral olfactory tract
28728,Nucleus of the lateral olfactory tract
28729,Nucleus of the lateral olfactory tract
28730,Nucleus of the lateral olfactory tract
28731,Nucleus of the lateral olfactory tract
28732,Nucleus of the lateral olfactory tract
28733,Nucleus of the lateral olfactory tract
28734,Nucleus of the lateral olfactory tract
28735,Nucleus of the lateral olfactory tract
28736,Nucleus of the lateral olfactory tract
28737,Piriform area
28738,Piriform area
28739,Postpiriform transition area
28740,Postpiriform transition area
28741,Postpiriform transition area
28742,Thalamus
28743,Thalamus
28744,Thalamus
28745,Thalamus
28746,Thalamus
28747,Thalamus
28748,Thalamus
28749,Thalamus
28750,Geniculate group_ ventral thalamus
28751,Cerebrum
28752,Medial habenula
28753,Medial habenula
28754,Medial habenula
28755,Medial preoptic nucleus
28756,Medial preoptic nucleus
28757,Paracentral nucleus
28758,Supramammillary nucleus
28759,Ventral posterior complex of the thalamus
28760,Posterior hypothalamic nucleus
28761,Medial preoptic nucleus
28762,Cuneiform nucleus
28763,Cuneiform nucleus
28764,Supratrigeminal nucleus
28765,Cuneiform nucleus
28766,Supratrigeminal nucleus
28767,Supratrigeminal nucleus
28768,Supratrigeminal nucleus
28769,Cuneiform nucleus
28770,Cuneiform nucleus
28771,Cuneiform nucleus
28772,Cuneiform nucleus
28773,Facial motor nucleus
28774,Medulla
28775,Medulla
28776,Medulla
28777,Spinal nucleus of the trigeminal_ caudal part
28778,Lateral vestibular nucleus
28779,Gustatory areas
28780,Gustatory areas
28781,Gustatory areas
28782,Gustatory areas
28783,Gustatory areas
28784,Perirhinal area
28785,Nucleus raph� magnus
28786,Lateral vestibular nucleus
28787,Nucleus raph� magnus
28788,Nucleus raph� obscurus
28789,Nucleus of the lateral olfactory tract
28790,Nucleus of the lateral olfactory tract
28791,Nucleus of the lateral olfactory tract
28792,Nucleus of the lateral olfactory tract
28793,Nucleus of the lateral olfactory tract
28794,Nucleus of the lateral olfactory tract
28795,Nucleus of the lateral olfactory tract
28796,Nucleus of the lateral olfactory tract
28797,Nucleus of the lateral olfactory tract
28798,Piriform area
28799,Cortical amygdalar area
28800,Piriform area
28801,Postpiriform transition area
28802,Piriform area
28803,Pallidum_ ventral region
28804,Bed nuclei of the stria terminalis 
28805,Bed nuclei of the stria terminalis 
28806,Pallidum_ ventral region
28807,Pallidum_ ventral region
28808,Cerebrum
28809,Geniculate group_ ventral thalamus
28810,Geniculate group_ ventral thalamus
28811,Suprageniculate nucleus
28812,Cerebrum
28813,Parafascicular nucleus
28814,Parafascicular nucleus
28815,Medial preoptic nucleus
28816,Paracentral nucleus
28817,Medial preoptic nucleus
28818,Medial preoptic nucleus
28819,Medial preoptic nucleus
28820,Medial preoptic nucleus
28821,Medial preoptic nucleus
28822,Medial preoptic nucleus
28823,Cuneiform nucleus
28824,Cuneiform nucleus
28825,Cuneiform nucleus
28826,Supratrigeminal nucleus
28827,Supratrigeminal nucleus
28828,Supratrigeminal nucleus
28829,Midbrain raph� nuclei
28830,Cuneiform nucleus
28831,Medulla
28832,Medulla
28833,Medulla
28834,Medulla
28835,Paragigantocellular reticular nucleus
28836,Medulla
28837,Medulla
28838,Medulla
28839,Lateral vestibular nucleus
28840,Perirhinal area
28841,Perirhinal area
28842,Gustatory areas
28843,Gustatory areas
28844,Lateral vestibular nucleus
28845,Dentate nucleus
28846,Dentate nucleus
28847,Dentate nucleus
28848,Orbital area
28849,Medulla_ behavioral state related
28850,Nucleus of the lateral olfactory tract
28851,Nucleus of the lateral olfactory tract
28852,Nucleus of the lateral olfactory tract
28853,Nucleus of the lateral olfactory tract
28854,Nucleus of the lateral olfactory tract
28855,Nucleus of the lateral olfactory tract
28856,Cortical amygdalar area
28857,Cortical amygdalar area
28858,Cortical amygdalar area
28859,Piriform area
28860,Piriform area
28861,Bed nuclei of the stria terminalis 
28862,Bed nuclei of the stria terminalis 
28863,Bed nuclei of the stria terminalis 
28864,Bed nuclei of the stria terminalis 
28865,Pallidum_ ventral region
28866,Cerebrum
28867,Geniculate group_ ventral thalamus
28868,Geniculate group_ ventral thalamus
28869,Geniculate group_ ventral thalamus
28870,Cerebrum
28871,Parafascicular nucleus
28872,Parafascicular nucleus
28873,Medial preoptic nucleus
28874,Suprachiasmatic nucleus
28875,Medial preoptic nucleus
28876,Medial preoptic nucleus
28877,Medial preoptic nucleus
28878,Medial preoptic nucleus
28879,Medial preoptic nucleus
28880,Ventromedial hypothalamic nucleus
28881,Cuneiform nucleus
28882,Interpeduncular nucleus
28883,Interpeduncular nucleus
28884,Interpeduncular nucleus
28885,Interpeduncular nucleus
28886,Interpeduncular nucleus
28887,Cuneiform nucleus
28888,Medulla
28889,Medulla
28890,Medulla
28891,Medulla
28892,Medulla
28893,Medulla
28894,Medulla
28895,Medulla
28896,Medulla
28897,Lateral vestibular nucleus
28898,Lateral vestibular nucleus
28899,Lateral vestibular nucleus
28900,Lateral vestibular nucleus
28901,Lateral vestibular nucleus
28902,Dentate nucleus
28903,Lateral vestibular nucleus
28904,Lateral vestibular nucleus
28905,Dentate nucleus
28906,Dentate nucleus
28907,Lateral vestibular nucleus
28908,Nucleus of the lateral olfactory tract
28909,Nucleus of the lateral olfactory tract
28910,Nucleus of the lateral olfactory tract
28911,Piriform area
28912,Cortical amygdalar area
28913,Postpiriform transition area
28914,Piriform area
28915,Cortical amygdalar area
28916,Pallidum_ ventral region
28917,Bed nuclei of the stria terminalis 
28918,Bed nuclei of the stria terminalis 
28919,Bed nuclei of the stria terminalis 
28920,Bed nuclei of the stria terminalis 
28921,Pallidum_ dorsal region
28922,Cerebrum
28923,Geniculate group_ ventral thalamus
28924,Geniculate group_ ventral thalamus
28925,Geniculate group_ ventral thalamus
28926,Geniculate group_ ventral thalamus
28927,Ventromedial hypothalamic nucleus
28928,Ventromedial hypothalamic nucleus
28929,Ventromedial hypothalamic nucleus
28930,Paracentral nucleus
28931,Medial preoptic nucleus
28932,Medial preoptic nucleus
28933,Ventromedial hypothalamic nucleus
28934,Ventromedial hypothalamic nucleus
28935,Ventromedial hypothalamic nucleus
28936,Ventromedial hypothalamic nucleus
28937,Cuneiform nucleus
28938,Interpeduncular nucleus
28939,Interpeduncular nucleus
28940,Interpeduncular nucleus
28941,Interpeduncular nucleus
28942,Interpeduncular nucleus
28943,Medulla
28944,Medulla
28945,Medulla
28946,Medulla
28947,Medulla
28948,Medulla
28949,Medulla
28950,Medulla
28951,Medulla
28952,Medulla
28953,Lateral vestibular nucleus
28954,Lateral vestibular nucleus
28955,Lateral vestibular nucleus
28956,Lateral vestibular nucleus
28957,Lateral vestibular nucleus
28958,Lateral vestibular nucleus
28959,Lateral vestibular nucleus
28960,Lateral vestibular nucleus
28961,Lateral vestibular nucleus
28962,Lateral vestibular nucleus
28963,Lateral vestibular nucleus
28964,Piriform area
28965,Postpiriform transition area
28966,Postpiriform transition area
28967,Postpiriform transition area
28968,Piriform area
28969,Bed nucleus of the anterior commissure 
28970,Bed nuclei of the stria terminalis 
28971,Bed nuclei of the stria terminalis 
28972,Bed nuclei of the stria terminalis 
28973,Bed nuclei of the stria terminalis 
28974,Ventromedial hypothalamic nucleus
28975,Ventromedial hypothalamic nucleus
28976,Cerebrum
28977,Geniculate group_ ventral thalamus
28978,Geniculate group_ ventral thalamus
28979,Geniculate group_ ventral thalamus
28980,Ventromedial hypothalamic nucleus
28981,Ventromedial hypothalamic nucleus
28982,Ventromedial hypothalamic nucleus
28983,Ventromedial hypothalamic nucleus
28984,Anterior tegmental nucleus 
28985,Anterior tegmental nucleus 
28986,Ventromedial hypothalamic nucleus
28987,Ventromedial hypothalamic nucleus
28988,Ventromedial hypothalamic nucleus
28989,Ventromedial hypothalamic nucleus
28990,Interpeduncular nucleus
28991,Interpeduncular nucleus
28992,Interpeduncular nucleus
28993,Interpeduncular nucleus
28994,Cuneiform nucleus
28995,Cuneiform nucleus
28996,Medulla
28997,Medulla
28998,Medulla
28999,Medulla
29000,Medulla
29001,Medulla
29002,Medulla
29003,Medulla
29004,Medulla
29005,Medulla
29006,Lateral vestibular nucleus
29007,Lateral vestibular nucleus
29008,Lateral vestibular nucleus
29009,Lateral vestibular nucleus
29010,Lateral vestibular nucleus
29011,Lateral vestibular nucleus
29012,Lateral vestibular nucleus
29013,Lateral vestibular nucleus
29014,Lateral vestibular nucleus
29015,Lateral vestibular nucleus
29016,Lateral vestibular nucleus
29017,Piriform area
29018,Postpiriform transition area
29019,Postpiriform transition area
29020,Piriform area
29021,Bed nucleus of the anterior commissure 
29022,Bed nuclei of the stria terminalis 
29023,Bed nuclei of the stria terminalis 
29024,Bed nuclei of the stria terminalis 
29025,Bed nuclei of the stria terminalis 
29026,Cerebrum
29027,Lateral group of the dorsal thalamus
29028,Ventromedial hypothalamic nucleus
29029,Nucleus sagulum
29030,Geniculate group_ ventral thalamus
29031,Geniculate group_ ventral thalamus
29032,Superior colliculus_ motor related
29033,Ventromedial hypothalamic nucleus
29034,Ventromedial hypothalamic nucleus
29035,Ventromedial hypothalamic nucleus
29036,Anterior tegmental nucleus 
29037,Ventromedial hypothalamic nucleus
29038,Ventromedial hypothalamic nucleus
29039,Ventromedial hypothalamic nucleus
29040,Ventromedial hypothalamic nucleus
29041,Ventromedial hypothalamic nucleus
29042,Periaqueductal gray
29043,Periaqueductal gray
29044,Interpeduncular nucleus
29045,Pons_ behavioral state related
29046,Cuneiform nucleus
29047,Cuneiform nucleus
29048,Medulla
29049,Medulla
29050,Medulla
29051,Medulla
29052,Medulla
29053,Medulla
29054,Medulla
29055,Medulla
29056,Medulla
29057,Medulla
29058,Lateral vestibular nucleus
29059,Lateral vestibular nucleus
29060,Lateral vestibular nucleus
29061,Lateral vestibular nucleus
29062,Lateral vestibular nucleus
29063,Lateral vestibular nucleus
29064,Lateral vestibular nucleus
29065,Lateral vestibular nucleus
29066,Lateral vestibular nucleus
29067,Lateral vestibular nucleus
29068,Lateral vestibular nucleus
29069,Postpiriform transition area
29070,Bed nucleus of the anterior commissure 
29071,Brain stem
29072,Bed nucleus of the anterior commissure 
29073,Bed nuclei of the stria terminalis 
29074,Bed nuclei of the stria terminalis 
29075,Intergeniculate leaflet of the lateral geniculate complex
29076,Lateral group of the dorsal thalamus
29077,Lateral group of the dorsal thalamus
29078,Ventromedial hypothalamic nucleus
29079,Ventromedial hypothalamic nucleus
29080,Geniculate group_ ventral thalamus
29081,Geniculate group_ ventral thalamus
29082,Superior colliculus_ motor related
29083,Superior colliculus_ motor related
29084,Superior colliculus_ motor related
29085,Ventromedial hypothalamic nucleus
29086,Ventromedial hypothalamic nucleus
29087,Midbrain trigeminal nucleus
29088,Ventromedial hypothalamic nucleus
29089,Ventromedial hypothalamic nucleus
29090,Ventromedial hypothalamic nucleus
29091,Anterior pretectal nucleus 
29092,Periaqueductal gray
29093,Periaqueductal gray
29094,Central lateral nucleus of the thalamus
29095,Central lateral nucleus of the thalamus
29096,Cuneiform nucleus
29097,Cuneiform nucleus
29098,Medulla
29099,Nucleus ambiguus
29100,Nucleus ambiguus
29101,Medulla
29102,Medulla
29103,Medulla
29104,Retrosplenial area_ dorsal part
29105,Medulla
29106,Medulla
29107,Medulla
29108,Lateral vestibular nucleus
29109,Lateral vestibular nucleus
29110,Lateral vestibular nucleus
29111,Lateral vestibular nucleus
29112,Lateral vestibular nucleus
29113,Lateral vestibular nucleus
29114,Lateral vestibular nucleus
29115,Lateral vestibular nucleus
29116,Lateral vestibular nucleus
29117,Lateral vestibular nucleus
29118,Lateral vestibular nucleus
29119,Postpiriform transition area
29120,Brain stem
29121,Brain stem
29122,Brain stem
29123,Bed nucleus of the anterior commissure 
29124,Pallidum_ dorsal region
29125,Intergeniculate leaflet of the lateral geniculate complex
29126,Interanterodorsal nucleus of the thalamus
29127,Interanterodorsal nucleus of the thalamus
29128,Ventromedial hypothalamic nucleus
29129,Ventromedial hypothalamic nucleus
29130,Ventromedial hypothalamic nucleus
29131,Ventromedial hypothalamic nucleus
29132,Superior colliculus_ motor related
29133,Superior colliculus_ motor related
29134,Superior colliculus_ motor related
29135,Ventromedial hypothalamic nucleus
29136,Ventromedial hypothalamic nucleus
29137,Midbrain trigeminal nucleus
29138,Ventromedial hypothalamic nucleus
29139,Ventromedial hypothalamic nucleus
29140,Anterior pretectal nucleus 
29141,Ventromedial hypothalamic nucleus
29142,Substantia nigra_ reticular part
29143,Midbrain reticular nucleus_ retrorubral area
29144,Central lateral nucleus of the thalamus
29145,Spinal nucleus of the trigeminal_ interpolar part
29146,Spinal nucleus of the trigeminal_ interpolar part
29147,Medulla
29148,Nucleus ambiguus
29149,Nucleus ambiguus
29150,Nucleus ambiguus
